,GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs,Name
46,54,3.361547262794322,1.9021075263969205,1.1631508098056809,1.5686159179138452,56.8,-0.0,0.08948203729616339,0.0,0.6221000077489831,0.6107536573137935,3606.662484005478,0.6407303122437421,1.0986122886681098,1.4816045409242156,0.23907613215866577,0.358047268254181,0.29924943200606724,0.4750382931145336,1.0,Chris Gatling
47,24,3.255764119219941,1.62924053973028,0.832909122935104,1.62924053973028,30.3,0.20356948829357321,0.5494514912449691,36.6,0.5425079675904093,0.5495779744888223,3675.603436141245,0.09196398199986441,0.4054651081081644,0.4700036292457355,0.6708733402711899,0.3910572646713431,0.0851446687742671,0.6188870295382725,0.0,Tharon Mayes
48,50,3.0983866769659336,1.62924053973028,0.9162907318741551,1.547562508716013,41.5,0.07751569651983915,0.31292318700411914,19.2,0.511174291737132,0.5005443969928645,4753.376806677238,0.29715912242243286,0.5306282510621704,0.7419373447293773,0.7271421832663576,0.358047268254181,0.0851446687742671,0.540130882592064,1.0,Eric Murdock
49,56,3.0983866769659336,1.4816045409242156,0.8754687373538999,1.3862943611198906,45.6,-0.0,0.08948203729616339,0.0,0.4390116179883122,0.46008399240101233,3538.4126075854133,0.34931441148878595,0.5877866649021191,0.832909122935104,0.5748239257879378,0.358047268254181,0.14750468755470722,0.4750382931145336,1.0,Randy Brown
50,67,3.0,1.547562508716013,0.8754687373538999,1.5260563034950494,38.8,0.1777054138059343,0.5021159872672408,29.2,0.3503934005954423,0.38191931098202553,4779.881654095993,0.09196398199986441,0.4700036292457355,0.5306282510621704,0.6494535614872646,0.27616257785105813,0.0851446687742671,0.540130882592064,0.0,Greg Sutton
51,50,2.949576240750525,1.252762968495368,0.6931471805599453,1.2809338454620642,38.0,-0.0,0.08948203729616339,14.3,0.3503934005954423,0.4108588550258487,3583.8357776933317,0.23802863580066336,0.4054651081081644,0.5877866649021191,0.6908683884755695,0.3910572646713431,0.0851446687742671,0.540130882592064,1.0,Elliot Perry
52,45,2.9154759474226504,1.308332819650179,0.7419373447293773,1.1631508098056809,47.5,-0.0,-0.0,0.0,0.3503934005954423,0.38191931098202553,4700.601263913598,0.43727203389105296,0.5877866649021191,0.9162907318741551,0.23907613215866577,0.1635329486034874,0.14750468755470722,0.3958941675182306,1.0,Marty Conlon
53,38,2.8635642126552705,1.4816045409242156,0.8754687373538999,1.5686159179138452,36.8,0.1252616170155166,0.3799037611475229,22.2,0.3503934005954423,0.34930377231824844,5756.925839322352,0.23802863580066336,0.4700036292457355,0.6418538861723947,0.44103985418949443,0.224644719057223,0.0851446687742671,0.3958941675182306,0.0,Rodney Monroe
54,42,2.8635642126552705,1.33500106673234,0.6931471805599453,1.1939224684724346,43.9,-0.0,-0.0,0.0,0.4390116179883122,0.5345211638312125,2227.773468332713,0.5087610561040318,0.6931471805599453,1.0647107369924282,0.23907613215866577,0.08999666475640335,0.0851446687742671,0.4750382931145336,0.0,John Turner
55,54,2.8635642126552705,1.4350845252893227,0.832909122935104,1.33500106673234,45.6,0.07751569651983915,0.22125263594006567,18.8,0.397110254938538,0.4108588550258487,4622.022940300941,0.43727203389105296,0.4700036292457355,0.8329091229351039,0.3987476023043862,0.1635329486034874,0.0851446687742671,0.3494596930950381,0.0,Mark Randall
56,35,2.701851217221259,1.6094379124341003,1.0296194171811583,1.7047480922384253,39.2,0.07751569651983915,0.22125263594006567,20.0,0.29792749055134,0.4108588550258487,2326.3357412920723,0.3957050101499183,0.4700036292457355,0.7884573603642702,0.3987476023043862,0.27616257785105813,0.14750468755470722,0.4750382931145336,0.0,Sean Green
57,37,2.701851217221259,1.33500106673234,0.7884573603642702,1.2809338454620642,44.3,0.07751569651983915,0.22125263594006567,18.2,0.3503934005954423,0.34930377231824844,5525.112080767042,0.29715912242243286,0.5306282510621704,0.7419373447293773,0.23907613215866577,0.1635329486034874,0.0851446687742671,0.3494596930950381,0.0,Kevin Brooks
58,46,2.588435821108957,1.2809338454620642,0.7419373447293773,1.252762968495368,43.1,0.1252616170155166,0.4069537407983114,27.0,0.1705806138711581,0.2694720446809901,2236.640319270623,0.29715912242243286,0.33647223662121295,0.5877866649021191,0.3516497216829304,0.1635329486034874,-0.0,0.23809389815782417,0.0,Doug Lee
59,51,2.5298221281347035,1.1631508098056809,0.5877866649021191,1.1631508098056809,38.4,0.15644333616132267,0.3488597656823081,43.3,0.23851302467284768,0.2694720446809901,5859.93260263634,0.23802863580066336,0.4054651081081644,0.5877866649021191,0.23907613215866577,0.08999666475640335,-0.0,0.23809389815782417,0.0,Corey Crowder
60,40,2.3021728866442674,1.1631508098056809,0.5306282510621704,1.0296194171811583,38.0,-0.0,-0.0,0.0,0.511174291737132,0.48124510887072386,4779.881654095993,0.34931441148878595,0.5306282510621704,0.7884573603642702,0.23907613215866577,0.08999666475640335,0.0851446687742671,0.3494596930950381,0.0,Rich King
61,19,2.1908902300206643,0.9555114450274363,0.5306282510621704,1.0647107369924282,37.8,-0.0,0.08948203729616339,0.0,0.1705806138711581,0.2694720446809901,1106.342156627369,0.3957050101499183,0.33647223662121295,0.6931471805599453,0.2988214619446494,0.224644719057223,0.14750468755470722,0.23809389815782417,0.0,Stephen Thompson
62,36,2.073644135332772,0.832909122935104,0.4054651081081644,0.8754687373538999,35.3,0.07751569651983915,0.31292318700411914,11.8,0.23851302467284768,0.2694720446809901,3675.603436141245,0.17033732724931194,0.33647223662121295,0.47000362924573563,0.3987476023043862,0.08999666475640335,-0.0,0.3494596930950381,0.0,Charles Thomas
63,79,6.1400325732035,2.9444389791664403,2.066862759472976,2.8622008809294686,42.2,-0.0,0.08948203729616339,27.3,0.9475720218029661,0.7919107763757062,4518.342727146403,0.7989579239543314,2.0014800002101243,2.2823823856765264,0.9530298557302606,0.5388572444351608,0.3452583875435471,0.8517696435626121,1.0,Lionel Simmons
64,55,3.6193922141707713,1.4816045409242156,0.7884573603642702,1.589235205116581,30.4,0.1777054138059343,0.5674884813766348,20.4,0.397110254938538,0.4367507924207706,4635.0706027889755,0.29715912242243286,0.5877866649021191,0.7884573603642703,0.3516497216829304,0.3910572646713431,0.0851446687742671,0.437506134655075,0.0,Gary Harris
65,74,5.932958789676531,2.9652730660692823,2.066862759472976,2.766319109226186,46.7,0.1252616170155166,0.31292318700411914,34.2,0.9643767027570112,0.8045540744766693,4454.175020100572,0.9063159025045868,2.028148247292285,2.4159137783010487,0.7878113656548181,0.4684343925496941,0.35889247443002203,0.8517696435626121,1.0,Derrick Coleman
66,64,5.787918451395113,2.72785282839839,1.7227665977411035,2.509599262378372,40.6,0.2289635573448736,0.6341456799925489,36.5,0.9415825889702177,0.7835089326435897,4967.603411965946,0.4747588824439138,1.0647107369924282,1.308332819650179,0.9530298557302606,0.5237861314231449,0.14750468755470722,0.8112740652757126,0.0,Travis Mays
67,82,5.338539126015656,2.8154087194227095,1.9600947840472698,2.7343675094195836,42.5,0.23593700196758433,0.6627869946251214,37.4,0.7372733961684209,0.6557808638788815,4700.601263913598,0.4747588824439138,1.1314021114911006,1.3609765531356008,0.6908683884755695,0.42002927421316993,0.19438604813693466,0.6814744327589825,1.0,Dennis Scott
68,82,5.2345009313209605,2.1041341542702074,1.4350845252893227,2.0794415416798357,45.0,-0.0,0.16178226846338922,7.7,0.4768356699331749,0.5005443969928645,4202.359863267153,0.6183881500995165,0.9555114450274363,1.3609765531356008,1.0602558980517771,0.6062922689733745,0.14750468755470722,0.775151971164067,1.0,Gary Payton*
69,81,5.089204259999788,2.0918640616783932,1.2237754316221157,1.7404661748405046,51.2,-0.0,-0.0,0.0,0.7805264675484509,0.6966767545831508,4339.897549815527,0.8920219976746275,1.7227665977411035,2.1972245773362196,0.23907613215866577,0.358047268254181,0.36901518003705597,0.5090856577713601,1.0,Felton Spencer
70,76,5.039841267341661,2.5649493574615367,1.7047480922384253,2.4159137783010487,44.1,0.07751569651983915,0.2709137985389503,13.3,0.8676744196155288,0.7372864215567513,5131.559755460217,0.661496628436813,1.0986122886681098,1.5040773967762742,0.6494535614872646,0.4456426586320559,0.19438604813693466,0.7325611414638421,1.0,Willie Burton
71,82,4.868264577855234,2.272125885509337,1.5040773967762742,2.1400661634962708,46.4,0.07751569651983915,0.2709137985389503,20.6,0.703846133817918,0.6000746779102347,6467.147106162042,0.34931441148878595,0.9932517730102833,1.1631508098056809,0.9651696544056666,0.4684343925496941,0.14750468755470722,0.6996070354076644,0.0,Dee Brown
72,82,4.868264577855234,2.272125885509337,1.5040773967762742,2.1400661634962708,46.4,0.07751569651983915,0.2709137985389503,20.6,0.703846133817918,0.6000746779102347,6467.147106162042,0.34931441148878595,0.9932517730102833,1.1631508098056809,0.9651696544056666,0.4684343925496941,0.14750468755470722,0.6996070354076644,1.0,Dee Brown
73,49,3.03315017762062,1.0647107369924282,0.5306282510621704,1.0986122886681098,32.7,0.07751569651983915,0.3488597656823081,21.4,0.3503934005954423,0.4108588550258487,3470.8530209388887,0.17033732724931194,0.5306282510621704,0.6418538861723947,0.7095829958039297,0.3201276917391092,0.0851446687742671,0.3958941675182306,0.0,Dee Brown
74,49,3.03315017762062,1.0647107369924282,0.5306282510621704,1.0986122886681098,32.7,0.07751569651983915,0.3488597656823081,21.4,0.3503934005954423,0.4108588550258487,3470.8530209388887,0.17033732724931194,0.5306282510621704,0.6418538861723947,0.7095829958039297,0.3201276917391092,0.0851446687742671,0.3958941675182306,1.0,Dee Brown
75,82,4.868264577855234,2.4849066497880004,1.7227665977411035,2.4159137783010487,45.0,-0.0,0.16178226846338922,14.3,0.7372733961684209,0.6302841743839747,5889.540898430225,0.6183881500995165,1.0647107369924282,1.4350845252893227,0.9331671108938466,0.5237861314231449,0.2586375790080236,0.7475863194783674,1.0,Kendall Gill
76,76,4.753945729601885,2.066862759472976,1.33500106673234,1.8562979903656263,50.8,-0.0,-0.0,0.0,0.644749955377451,0.6302841743839747,3326.838210789801,0.7318302612653796,1.4586150226995167,1.8245492920510458,0.5139912994752368,0.358047268254181,0.382687768920435,0.6188870295382725,1.0,Duane Causwell
77,67,4.743416490252569,2.714694743820879,1.9740810260220096,2.7788192719904172,41.3,0.1777054138059343,0.5279960906327278,24.0,0.6221000077489831,0.5495779744888223,6220.455445199839,0.34931441148878595,0.832909122935104,1.0296194171811583,0.8860633300302401,0.42002927421316993,0.0851446687742671,0.6814744327589825,1.0,Mahmoud Abdul-Rauf
78,70,4.538722287164087,2.2823823856765264,1.5260563034950494,2.2192034840549946,43.9,-0.0,0.2709137985389503,9.7,0.6854670366325147,0.6302841743839747,4152.927560685847,0.5087610561040318,0.7884573603642702,1.1314021114911006,0.8253758239258585,0.27616257785105813,0.14750468755470722,0.6814744327589825,0.0,A.J. English
79,81,4.527692569068709,2.2617630984737906,1.4816045409242156,2.186051276738094,42.8,0.15644333616132267,0.4517033630133812,29.9,0.6658164162179533,0.6000746779102347,5611.450859118659,0.594273905744182,1.1939224684724346,1.5040773967762742,0.7271421832663576,0.3201276917391092,0.19438604813693466,0.6620770165570689,1.0,Danny Ferry
80,33,4.415880433163924,2.1041341542702074,1.2237754316221157,1.7578579175523736,49.7,0.07751569651983915,0.22125263594006567,40.0,0.7934145943095575,0.6707135489487778,6008.764940444778,0.6407303122437421,1.0647107369924282,1.4586150226995167,0.6494535614872646,0.358047268254181,0.19438604813693466,0.5090856577713601,1.0,Mario Elie
81,58,4.39317652729776,1.840549633397487,1.0986122886681098,1.7749523509116738,41.7,-0.0,0.08948203729616339,0.0,0.5976706015915791,0.6302841743839747,2455.0521758550863,0.7869658465110383,1.4586150226995167,1.8870696490323797,0.2988214619446494,0.358047268254181,0.35260363562400976,0.5090856577713601,0.0,Anthony Cook
82,70,4.110960958218893,2.1041341542702074,1.3862943611198906,2.1041341542702074,41.9,0.07751569651983915,0.22125263594006567,25.0,0.5712310863588457,0.5182339992083812,5326.410459780653,0.34931441148878595,0.7419373447293773,0.9555114450274363,0.6264415625808897,0.224644719057223,0.0851446687742671,0.540130882592064,0.0,Gerald Paddio
83,82,4.06201920231798,1.7749523509116738,1.0986122886681098,1.7578579175523736,41.2,0.07751569651983915,0.2709137985389503,17.6,0.511174291737132,0.5005443969928645,4661.224387710098,0.43727203389105296,0.7884573603642702,1.0647107369924282,0.8577804533991101,0.42002927421316993,0.0851446687742671,0.5947305108207255,1.0,Bimbo Coles
84,62,4.024922359499621,2.066862759472976,1.2809338454620642,2.0412203288596382,38.0,0.15644333616132267,0.4517033630133812,29.2,0.6658164162179533,0.6000746779102347,5008.328141172995,0.43727203389105296,0.7884573603642702,1.0647107369924282,0.6016417071202653,0.3201276917391092,0.0851446687742671,0.5947305108207255,0.0,Bo Kimble
